--,prolific_id,study_id,session_id,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,main_start_keys_3.keys,main_start_keys_3.rt,main_start_keys_3.duration,trial_score_pract,total_score_pract,treshold_pract,trial_duration_pract,nr_of_incr_pract,threshold_reached,time_sequence,mintime_sequence_all,mintime_pract at t,rtArray,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,practicetrials.ran,practPumps,effTresh,pract_img_keys.keys,pract_img_keys.rt,pract_img_keys.duration,reactionTimes_pract2,reactionTimesData_pract2,averageReactionTimesData_pract2,rtPercentageData_pract2,maxTime_pract2,minTime_pract2,maxPosBar_pract2,minPosBar_pract2,Accum points 2nd practice,percentage of bar reached_pract2,achieved_pract2,effLevel_pract2,practicetrials_2.thisRepN,practicetrials_2.thisTrialN,practicetrials_2.thisN,practicetrials_2.thisIndex,practicetrials_2.ran,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,quiz_info_keys.keys,quiz_info_keys.rt,quiz_info_keys.duration,quizinfo.thisRepN,quizinfo.thisTrialN,quizinfo.thisN,quizinfo.thisIndex,quizinfo.ran,correct,response,quiz_score,next_quest.keys,next_quest.rt,next_quest.duration,instructionquiz.thisRepN,instructionquiz.thisTrialN,instructionquiz.thisN,instructionquiz.thisIndex,instructionquiz.ran,correctResp,question,resp1,resp2,resp3,main_start_keys.keys,main_start_keys.rt,main_start_keys.duration,rewRating,AnchorRewRating,AccuracyRewardRating,PossiblePointsSoFar,AccumulatedPointsSoFar,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,effRating,AnchorEffRating,AccuracyEffortRating,slider.response,slider.rt,reactionTimes,reactionTimesData,averageReactionTimesData,rtPercentageData,maxTime,minTime,maxPosBar,minPosBar,Accum points main trials,percentage of bar reached,minimum RT on current trial,achieved,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,end_break.keys,end_break.rt,end_break.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,BlockNumber,TrialFile,TotalBlockNumber,bonusPayment,task_duration,end_key.keys,end_key.rt,end_key.duration,end.thisRepN,end.thisTrialN,end.thisN,end.thisIndex,end.ran
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"You reached the planet, you get 6 rubies!",You did not have enough fuel to reach the planet and missed 6 rubies!,stim/image6.png,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,30,0,,,"[""return"",""return""]","[1.9116999998093434,5.965199999809329]","[null,null]",15,15,0,,,"[{""time"":1091.909299999952,""reactionTime"":1},{""time"":1092.5164999999997,""reactionTime"":1},{""time"":1093.131399999857,""reactionTime"":1},{""time"":1093.7513999998569,""reactionTime"":1},{""time"":1094.357799999952,""reactionTime"":1},{""time"":1095.0732999999523,""reactionTime"":1},{""time"":1095.6962000000476,""reactionTime"":1},{""time"":1096.318899999857,""reactionTime"":1},{""time"":1096.9437999999523,""reactionTime"":1},{""time"":1097.5560999999047,""reactionTime"":1},{""time"":1098.176399999857,""reactionTime"":1},{""time"":1098.7947000000477,""reactionTime"":1},{""time"":1099.3984999999998,""reactionTime"":1},{""time"":1100.0140999999044,""reactionTime"":1},{""time"":1100.6167000000478,""reactionTime"":1},{""time"":1101.216899999857,""reactionTime"":1},{""time"":1101.8307999999524,""reactionTime"":1},{""time"":1102.437,""reactionTime"":1},{""time"":1103.0507000000475,""reactionTime"":1},{""time"":1103.6549999999997,""reactionTime"":1},{""time"":1104.2657999999524,""reactionTime"":1},{""time"":1104.8815999999047,""reactionTime"":1},{""time"":1105.5898999998567,""reactionTime"":1},{""time"":1106.2020999999045,""reactionTime"":1},{""time"":1106.8150999999048,""reactionTime"":1},{""time"":1107.4152000000477,""reactionTime"":1},{""time"":1108.0195999999046,""reactionTime"":1},{""time"":1108.6124999999997,""reactionTime"":1},{""time"":1109.2215,""reactionTime"":1},{""time"":1109.8265999999044,""reactionTime"":1},{""time"":1110.4257000000475,""reactionTime"":1},{""time"":1111.1275999999048,""reactionTime"":1},{""time"":1111.7284999999997,""reactionTime"":1},{""time"":1112.3322000000476,""reactionTime"":1},{""time"":1112.937,""reactionTime"":1},{""time"":1113.5380999999047,""reactionTime"":1},{""time"":1114.158,""reactionTime"":1},{""time"":1114.773299999952,""reactionTime"":1},{""time"":1115.3797999999524,""reactionTime"":1},{""time"":1115.9817000000476,""reactionTime"":1},{""time"":1116.5842000000475,""reactionTime"":1},{""time"":1117.1974999999998,""reactionTime"":1},{""time"":1117.8024999999998,""reactionTime"":1},{""time"":1118.422799999952,""reactionTime"":1},{""time"":1119.0279999999998,""reactionTime"":1},{""time"":1119.6315999999047,""reactionTime"":1},{""time"":1120.2475,""reactionTime"":1},{""time"":1120.8449999999998,""reactionTime"":1},{""time"":1121.4512000000477,""reactionTime"":1},{""time"":1122.0504999999998,""reactionTime"":1},{""time"":1122.7455999999047,""reactionTime"":1},{""time"":1123.3435,""reactionTime"":1},{""time"":1123.9555999999047,""reactionTime"":1},{""time"":1124.553399999857,""reactionTime"":1},{""time"":1125.255,""reactionTime"":1},{""time"":1125.8534999999997,""reactionTime"":1},{""time"":1126.5547999999521,""reactionTime"":1},{""time"":1127.1597000000475,""reactionTime"":1},{""time"":1127.7600999999045,""reactionTime"":1},{""time"":1128.3592000000476,""reactionTime"":1},{""time"":1129.5704999999998,""reactionTime"":1},{""time"":1130.1793999998567,""reactionTime"":1},{""time"":1130.7802000000474,""reactionTime"":1},{""time"":1131.3752999999524,""reactionTime"":1},{""time"":1132.0855000000001,""reactionTime"":1},{""time"":1132.7018999998568,""reactionTime"":3.737299999952029},{""time"":1133.314899999857,""reactionTime"":1},{""time"":1133.912899999857,""reactionTime"":1},{""time"":1134.529,""reactionTime"":1},{""time"":1135.1320999999048,""reactionTime"":1},{""time"":1135.8507000000477,""reactionTime"":1},{""time"":1136.5512000000476,""reactionTime"":1},{""time"":1137.1567000000477,""reactionTime"":1},{""time"":1137.7533999998568,""reactionTime"":1},{""time"":1138.4480999999046,""reactionTime"":1}]",[3.737299999952029],"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.737299999952029,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.6003,0.05,-0.5,0,0,1,FALSE,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,30,0,,,,,,80,80,0,,,"[{""time"":1143.4487999999524,""reactionTime"":1},{""time"":1144.0712999999523,""reactionTime"":1},{""time"":1144.677899999857,""reactionTime"":1},{""time"":1145.921899999857,""reactionTime"":1},{""time"":1146.5325999999045,""reactionTime"":1.245700000047691},{""time"":1147.1399999999999,""reactionTime"":1},{""time"":1148.3407000000475,""reactionTime"":0.6014000000950546},{""time"":1149.578399999857,""reactionTime"":0.6197999999526473},{""time"":1150.9118999998568,""reactionTime"":0.6122999999520289},{""time"":1151.5125999999045,""reactionTime"":1},{""time"":1152.1317999999524,""reactionTime"":1},{""time"":1152.7395999999044,""reactionTime"":1},{""time"":1153.9609999999998,""reactionTime"":0.614200000047731},{""time"":1155.1594999999998,""reactionTime"":0.5987999999520071}]","[1.245700000047691,0.6014000000950546,0.6197999999526473,0.6122999999520289,0.614200000047731,0.5987999999520071]","[1,1,1,1,1.245700000047691,1,0.6014000000950546,0.6197999999526473,0.6122999999520289,1,1,1,0.614200000047731,0.5987999999520071]","[0,0,0,0,99.72479361896951,95.12134106296077,96.99774836948939,0,0,0,96.52239182793117,100]",1,0.6003,0.05,-0.5,0,40.69718957,0.5988,FALSE,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"You reached the planet, you get 5 rubies!",You did not have enough fuel to reach the planet and missed 5 rubies!,stim/image5.png,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,35,0,,,"[""return"",""return"",""return""]","[0.9092000000478038,0.9104999999999563,4.091700000047695]","[0.0004999999998744897,null,null]",5,5,0,,,"[{""time"":1171.539899999857,""reactionTime"":1},{""time"":1172.1595999999045,""reactionTime"":1},{""time"":1172.8732000000477,""reactionTime"":1},{""time"":1173.495899999857,""reactionTime"":1},{""time"":1174.1030999999048,""reactionTime"":1},{""time"":1174.6998999998568,""reactionTime"":1},{""time"":1175.3100999999047,""reactionTime"":1},{""time"":1176.0220999999046,""reactionTime"":1},{""time"":1176.640899999857,""reactionTime"":1},{""time"":1177.2444999999998,""reactionTime"":1},{""time"":1177.8753999998567,""reactionTime"":1},{""time"":1178.4837999999522,""reactionTime"":1},{""time"":1179.0975999999046,""reactionTime"":1},{""time"":1179.7019999999998,""reactionTime"":1},{""time"":1180.324,""reactionTime"":1},{""time"":1181.0482999999522,""reactionTime"":1},{""time"":1181.6727000000478,""reactionTime"":1},{""time"":1182.2892999999522,""reactionTime"":1},{""time"":1182.9102999999523,""reactionTime"":1},{""time"":1183.5172000000475,""reactionTime"":1},{""time"":1184.117899999857,""reactionTime"":1},{""time"":1185.4448999998567,""reactionTime"":1},{""time"":1186.066899999857,""reactionTime"":1.3332999999524873},{""time"":1186.6754999999998,""reactionTime"":1},{""time"":1188.013,""reactionTime"":1},{""time"":1188.6182000000476,""reactionTime"":1},{""time"":1189.2224999999999,""reactionTime"":1.9331000001429857},{""time"":1189.8428999998569,""reactionTime"":1},{""time"":1191.0682000000475,""reactionTime"":1},{""time"":1191.6903999998567,""reactionTime"":1.225999999999658},{""time"":1192.9383999998568,""reactionTime"":0.6159999999999854},{""time"":1193.5382000000477,""reactionTime"":1},{""time"":1194.8872000000474,""reactionTime"":1}]","[1.3332999999524873,1.9331000001429857,1.225999999999658,0.6159999999999854]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3332999999524873,1,1,1,1.9331000001429857,1,1,1.225999999999658,0.6159999999999854,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.71286140430686,0,0]",1,0.5988,0.05,-0.5,0,3.087511658,0.616,FALSE,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"You reached the planet, you get 4 rubies!",You did not have enough fuel to reach the planet and missed 4 rubies!,stim/image4.png,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,39,0,,,,,,15,15,0,,,"[{""time"":1199.576,""reactionTime"":1},{""time"":1200.2998999998567,""reactionTime"":1},{""time"":1200.9085,""reactionTime"":1},{""time"":1201.647,""reactionTime"":1},{""time"":1202.3625999999044,""reactionTime"":1},{""time"":1203.0647000000477,""reactionTime"":1},{""time"":1203.6747000000478,""reactionTime"":1},{""time"":1204.2979999999998,""reactionTime"":1},{""time"":1204.9008999998568,""reactionTime"":1},{""time"":1205.7645999999045,""reactionTime"":1},{""time"":1206.384,""reactionTime"":1},{""time"":1207.100399999857,""reactionTime"":1},{""time"":1207.7077999999524,""reactionTime"":1},{""time"":1208.3317999999522,""reactionTime"":1},{""time"":1208.9375,""reactionTime"":1},{""time"":1209.649,""reactionTime"":1},{""time"":1210.3604999999998,""reactionTime"":1},{""time"":1210.9752000000476,""reactionTime"":1},{""time"":1211.599299999952,""reactionTime"":1},{""time"":1212.2125999999043,""reactionTime"":1},{""time"":1212.8249999999998,""reactionTime"":1},{""time"":1213.4547000000475,""reactionTime"":1},{""time"":1214.0642999999523,""reactionTime"":1},{""time"":1214.6632999999524,""reactionTime"":1},{""time"":1215.3763999998569,""reactionTime"":1},{""time"":1215.992899999857,""reactionTime"":1},{""time"":1216.5928999998569,""reactionTime"":1},{""time"":1217.3229999999999,""reactionTime"":1},{""time"":1217.934899999857,""reactionTime"":1},{""time"":1218.5347999999522,""reactionTime"":1},{""time"":1219.1550999999045,""reactionTime"":1},{""time"":1219.7812000000476,""reactionTime"":1},{""time"":1220.5228999998567,""reactionTime"":1},{""time"":1221.2290999999045,""reactionTime"":1},{""time"":1221.8412999999523,""reactionTime"":1},{""time"":1222.4552000000476,""reactionTime"":1},{""time"":1223.0592000000474,""reactionTime"":1},{""time"":1223.7627000000475,""reactionTime"":1},{""time"":1224.3725999999047,""reactionTime"":1},{""time"":1224.9782999999525,""reactionTime"":1},{""time"":1225.5797999999522,""reactionTime"":1},{""time"":1226.8075,""reactionTime"":0.6201000001428838},{""time"":1228.149,""reactionTime"":1},{""time"":1228.7737000000475,""reactionTime"":1},{""time"":1229.3809999999999,""reactionTime"":1},{""time"":1230.0127000000475,""reactionTime"":2.47790000009536},{""time"":1231.4457000000475,""reactionTime"":1},{""time"":1232.048899999857,""reactionTime"":1.3148999998570616},{""time"":1233.2590999999047,""reactionTime"":0.606899999856978},{""time"":1234.460799999952,""reactionTime"":0.5987000000473017},{""time"":1235.070299999952,""reactionTime"":1},{""time"":1236.2897999999523,""reactionTime"":0.6125999999044325}]","[0.6201000001428838,2.47790000009536,1.3148999998570616,0.606899999856978,0.5987000000473017,0.6125999999044325]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6201000001428838,1,1,1,2.47790000009536,1,1.3148999998570616,0.606899999856978,0.5987000000473017,1,0.6125999999044325]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.69092717140359,0,0,0,0,0,0,97.9810568534392,100,0,96.56031905514092]",1,0.5988,0.05,-0.5,0,7.784646062,0.5987,FALSE,0,19,19,19,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,39,0,,,"[""return"",""return""]","[0.4692000000477492,3.21809999990478]","[0.0007999999522780854,0.0006000001428674295]",90,90,0,,,"[{""time"":1266.6525999999044,""reactionTime"":1},{""time"":1267.267899999857,""reactionTime"":1},{""time"":1267.8848999998568,""reactionTime"":1},{""time"":1268.4887999999523,""reactionTime"":1},{""time"":1269.1948999998567,""reactionTime"":1},{""time"":1269.8072000000475,""reactionTime"":1},{""time"":1270.4277000000475,""reactionTime"":1},{""time"":1271.0363999998567,""reactionTime"":1},{""time"":1271.6327000000474,""reactionTime"":1},{""time"":1272.237299999952,""reactionTime"":1},{""time"":1272.8400000000001,""reactionTime"":1},{""time"":1274.0690999999047,""reactionTime"":0.620700000047691},{""time"":1274.679299999952,""reactionTime"":1},{""time"":1275.2827000000475,""reactionTime"":1},{""time"":1276.4968999998569,""reactionTime"":0.6062999999521708},{""time"":1277.1124999999997,""reactionTime"":1},{""time"":1277.7238999998567,""reactionTime"":1},{""time"":1278.4337000000478,""reactionTime"":1},{""time"":1279.0492000000477,""reactionTime"":1},{""time"":1279.6675999999047,""reactionTime"":1},{""time"":1280.2927000000477,""reactionTime"":1},{""time"":1280.9090999999044,""reactionTime"":1},{""time"":1281.5332999999523,""reactionTime"":1},{""time"":1282.152799999952,""reactionTime"":1},{""time"":1282.7558999998569,""reactionTime"":1},{""time"":1283.362299999952,""reactionTime"":1},{""time"":1283.9564999999998,""reactionTime"":1}]","[0.620700000047691,0.6062999999521708]","[1,1,1,1,1,1,1,1,1,1,1,0.620700000047691,1,1,0.6062999999521708,1,1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,94.51781709369986,0,0,98.1061550197446,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.5987,0.05,-0.5,0,7.704958885,0.6063,FALSE,0,20,20,20,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,39,0,,,,,,70,70,0,,,"[{""time"":1288.2537999999522,""reactionTime"":1},{""time"":1288.8492000000474,""reactionTime"":1},{""time"":1289.539899999857,""reactionTime"":1},{""time"":1290.1457000000478,""reactionTime"":1},{""time"":1290.7644999999998,""reactionTime"":1},{""time"":1291.3607999999522,""reactionTime"":1},{""time"":1291.9653999998568,""reactionTime"":1},{""time"":1292.6667999999522,""reactionTime"":1},{""time"":1293.8830999999045,""reactionTime"":1},{""time"":1294.491799999952,""reactionTime"":1},{""time"":1295.088899999857,""reactionTime"":1},{""time"":1295.694,""reactionTime"":1},{""time"":1296.4097999999522,""reactionTime"":1},{""time"":1297.0137999999524,""reactionTime"":1},{""time"":1297.6352000000475,""reactionTime"":4.358400000095116},{""time"":1298.9758999998567,""reactionTime"":1},{""time"":1299.6905000000002,""reactionTime"":1.3331000001430766},{""time"":1300.3962999999521,""reactionTime"":1},{""time"":1301.590299999952,""reactionTime"":0.5954999999999018},{""time"":1302.8290999999044,""reactionTime"":1},{""time"":1303.5575,""reactionTime"":1.3669000000954838}]","[4.358400000095116,1.3331000001430766,0.5954999999999018,1.3669000000954838]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.358400000095116,1,1.3331000001430766,1,0.5954999999999018,1,1.3669000000954838]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0]",1,0.5987,0.05,-0.5,0,5.263157895,0.5955,FALSE,0,21,21,21,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"You reached the planet, you get 4 rubies!",You did not have enough fuel to reach the planet and missed 4 rubies!,stim/image4.png,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,43,0,,,"[""return"",""return""]","[0.9477999999521671,8.742500000000064]","[null,null]",90,90,0,,,"[{""time"":1325.5903999998568,""reactionTime"":1},{""time"":1326.2042999999521,""reactionTime"":1},{""time"":1326.8139999999999,""reactionTime"":1},{""time"":1327.4102999999523,""reactionTime"":1},{""time"":1328.0137000000477,""reactionTime"":1},{""time"":1328.6312999999523,""reactionTime"":1},{""time"":1329.3510999999044,""reactionTime"":1},{""time"":1329.9642000000476,""reactionTime"":1},{""time"":1331.2717999999522,""reactionTime"":1},{""time"":1331.872399999857,""reactionTime"":1},{""time"":1332.4862999999523,""reactionTime"":1},{""time"":1333.1975999999045,""reactionTime"":2.5283999998569016},{""time"":1334.5255999999044,""reactionTime"":1},{""time"":1335.1340999999047,""reactionTime"":1.3140000000003056},{""time"":1335.7367000000477,""reactionTime"":1},{""time"":1336.4494999999997,""reactionTime"":1},{""time"":1337.650299999952,""reactionTime"":1},{""time"":1338.2492000000475,""reactionTime"":1.1966000001430075},{""time"":1338.865899999857,""reactionTime"":1},{""time"":1340.179299999952,""reactionTime"":1},{""time"":1340.8893999998568,""reactionTime"":1}]","[2.5283999998569016,1.3140000000003056,1.1966000001430075]","[1,1,1,1,1,1,1,1,1,1,1,2.5283999998569016,1,1.3140000000003056,1,1,1,1.1966000001430075,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.5955,0.05,-0.5,0,0,1,FALSE,0,22,22,22,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,43,0,,,,,,75,75,0,,,"[{""time"":1345.2515999999046,""reactionTime"":1},{""time"":1345.8608999998569,""reactionTime"":1},{""time"":1346.4497000000474,""reactionTime"":1},{""time"":1347.051399999857,""reactionTime"":1},{""time"":1347.6550999999045,""reactionTime"":1},{""time"":1348.259799999952,""reactionTime"":1},{""time"":1348.8629999999998,""reactionTime"":1},{""time"":1349.4712999999524,""reactionTime"":1},{""time"":1350.802899999857,""reactionTime"":0.620599999904698},{""time"":1352.0297000000478,""reactionTime"":1},{""time"":1352.6385999999047,""reactionTime"":1},{""time"":1353.2430999999046,""reactionTime"":1},{""time"":1353.8395999999047,""reactionTime"":2.4290999999047926},{""time"":1355.1309999999999,""reactionTime"":1},{""time"":1355.7280999999048,""reactionTime"":1.290799999952469},{""time"":1356.3383999998568,""reactionTime"":1},{""time"":1356.956299999952,""reactionTime"":1},{""time"":1358.1582000000476,""reactionTime"":1},{""time"":1358.7638999998567,""reactionTime"":1},{""time"":1359.497899999857,""reactionTime"":1},{""time"":1360.124399999857,""reactionTime"":2.5706999998092215},{""time"":1360.7342000000476,""reactionTime"":1}]","[0.620599999904698,2.4290999999047926,1.290799999952469,2.5706999998092215]","[1,1,1,1,1,1,1,1,0.620599999904698,1,1,1,2.4290999999047926,1,1.290799999952469,1,1,1,1,1,2.5706999998092215,1]","[0,0,0,0,0,0,93.79480842897647,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.5955,0.05,-0.5,0,4.689740421,0.6206,FALSE,0,23,23,23,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"You reached the planet, you get 5 rubies!",You did not have enough fuel to reach the planet and missed 5 rubies!,stim/image5.png,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,48,0,,,"[""return"",""return""]","[1.8316999998094161,5.997599999904651]","[0.0007000000475727575,0.0007000000478001311]",75,75,0,,,"[{""time"":1399.1280000000002,""reactionTime"":1},{""time"":1399.7367000000477,""reactionTime"":1},{""time"":1400.4547000000475,""reactionTime"":1},{""time"":1401.0760999999047,""reactionTime"":1},{""time"":1401.6742999999524,""reactionTime"":1},{""time"":1402.2962000000475,""reactionTime"":1},{""time"":1402.9028999998568,""reactionTime"":1},{""time"":1404.2105999999044,""reactionTime"":1},{""time"":1404.8223999998568,""reactionTime"":1},{""time"":1405.5227000000477,""reactionTime"":1.9169999999999163},{""time"":1406.7263999998568,""reactionTime"":0.5965000000001055},{""time"":1407.9375999999047,""reactionTime"":0.6042999999526728},{""time"":1409.1462000000474,""reactionTime"":1},{""time"":1409.7627999999522,""reactionTime"":1.2280999999047708},{""time"":1410.9915999999043,""reactionTime"":0.6134999999999309},{""time"":1412.2070999999046,""reactionTime"":0.5990000000001601},{""time"":1413.427899999857,""reactionTime"":0.6105000000002292},{""time"":1414.031,""reactionTime"":1}]","[1.9169999999999163,0.5965000000001055,0.6042999999526728,1.2280999999047708,0.6134999999999309,0.5990000000001601,0.6105000000002292]","[1,1,1,1,1,1,1,1,1,1.9169999999999163,0.5965000000001055,0.6042999999526728,1,1.2280999999047708,0.6134999999999309,0.5990000000001601,0.6105000000002292,1]","[0,0,0,0,0,0,0,0,99.75278121132176,97.82447467175058,0,0,95.55006180469104,99.13473423973858,96.29171817050091,0]",1,0.5955,0.05,-0.5,5,30.53461063,0.5965,TRUE,0,24,24,24,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,48,0,,,,,,5,5,0,,,"[{""time"":1418.3522999999523,""reactionTime"":1},{""time"":1418.9518999998568,""reactionTime"":1},{""time"":1419.5547999999521,""reactionTime"":1},{""time"":1420.1550999999045,""reactionTime"":1},{""time"":1420.851299999952,""reactionTime"":1},{""time"":1422.0567000000478,""reactionTime"":0.6014000000955093},{""time"":1422.6594999999998,""reactionTime"":1},{""time"":1423.8578999998567,""reactionTime"":0.5952999999522035},{""time"":1424.448899999857,""reactionTime"":1},{""time"":1425.654,""reactionTime"":0.5982999999523599},{""time"":1426.2649999999999,""reactionTime"":1},{""time"":1427.4780999999048,""reactionTime"":0.6110000000003311},{""time"":1428.083,""reactionTime"":1},{""time"":1429.2757999999521,""reactionTime"":1},{""time"":1429.8803999998568,""reactionTime"":1},{""time"":1430.6152000000475,""reactionTime"":1},{""time"":1431.256899999857,""reactionTime"":2.5800999999046326}]","[0.6014000000955093,0.5952999999522035,0.5982999999523599,0.6110000000003311,2.5800999999046326]","[1,1,1,1,1,0.6014000000955093,1,0.5952999999522035,1,0.5982999999523599,1,0.6110000000003311,1,1,1,1,2.5800999999046326]","[0,0,0,98.54140912345956,0,100,0,99.30778740359519,0,96.1681087761618,0,0,0,0,0]",1,0.5955,0.05,-0.5,5,26.26782035,0.5953,TRUE,0,25,25,25,1,,,,,,,,,,,,,,,,,,,,,
