--,prolific_id,study_id,session_id,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,main_start_keys_3.keys,main_start_keys_3.rt,main_start_keys_3.duration,trial_score_pract,total_score_pract,treshold_pract,trial_duration_pract,nr_of_incr_pract,threshold_reached,time_sequence,mintime_sequence_all,mintime_pract at t,rtArray,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,practicetrials.ran,practPumps,effTresh,pract_img_keys.keys,pract_img_keys.rt,pract_img_keys.duration,reactionTimes_pract2,reactionTimesData_pract2,averageReactionTimesData_pract2,rtPercentageData_pract2,maxTime_pract2,minTime_pract2,maxPosBar_pract2,minPosBar_pract2,Accum points 2nd practice,percentage of bar reached_pract2,achieved_pract2,effLevel_pract2,practicetrials_2.thisRepN,practicetrials_2.thisTrialN,practicetrials_2.thisN,practicetrials_2.thisIndex,practicetrials_2.ran,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,quiz_info_keys.keys,quiz_info_keys.rt,quiz_info_keys.duration,quizinfo.thisRepN,quizinfo.thisTrialN,quizinfo.thisN,quizinfo.thisIndex,quizinfo.ran,correct,response,quiz_score,next_quest.keys,next_quest.rt,next_quest.duration,instructionquiz.thisRepN,instructionquiz.thisTrialN,instructionquiz.thisN,instructionquiz.thisIndex,instructionquiz.ran,correctResp,question,resp1,resp2,resp3,main_start_keys.keys,main_start_keys.rt,main_start_keys.duration,rewRating,AnchorRewRating,AccuracyRewardRating,PossiblePointsSoFar,AccumulatedPointsSoFar,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,effRating,AnchorEffRating,AccuracyEffortRating,slider.response,slider.rt,reactionTimes,reactionTimesData,averageReactionTimesData,rtPercentageData,maxTime,minTime,maxPosBar,minPosBar,Accum points main trials,percentage of bar reached,minimum RT on current trial,achieved,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,end_break.keys,end_break.rt,end_break.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,BlockNumber,TrialFile,TotalBlockNumber,bonusPayment,task_duration,end_key.keys,end_key.rt,end_key.duration,end.thisRepN,end.thisTrialN,end.thisN,end.thisIndex,end.ran
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,65,0,,,,,,60,60,1,,,"[{""time"":1974.874200000048,""reactionTime"":1},{""time"":1975.565,""reactionTime"":1},{""time"":1976.1837000000478,""reactionTime"":1},{""time"":1976.8922999999527,""reactionTime"":1},{""time"":1978.1173999998573,""reactionTime"":0.6190000000001419},{""time"":1979.3388999998574,""reactionTime"":1},{""time"":1979.957200000048,""reactionTime"":1.2338000001909677},{""time"":1981.2002999999527,""reactionTime"":1},{""time"":1981.8285,""reactionTime"":1.2504999999996471},{""time"":1983.065,""reactionTime"":1},{""time"":1983.6798999998573,""reactionTime"":1.234099999904629},{""time"":1984.2995,""reactionTime"":1},{""time"":1985.6395000000002,""reactionTime"":1},{""time"":1986.2502999999524,""reactionTime"":1},{""time"":1986.8775,""reactionTime"":1.8531000001430584},{""time"":1987.5827000000481,""reactionTime"":1}]","[0.6190000000001419,1.2338000001909677,1.2504999999996471,1.234099999904629,1.8531000001430584]","[1,1,1,1,0.6190000000001419,1,1.2338000001909677,1,1.2504999999996471,1,1.234099999904629,1,1,1,1.8531000001430584,1]","[0,0,92.85888375437258,0,0,0,0,0,0,0,0,0,0,0]",1,0.5897,0.05,-0.5,6,6.632777411,0.619,FALSE,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,65,0,,,"[""return"",""return"",""return""]","[1.3776000001430475,7.310400000095342,7.312800000190691]","[null,0.0012999999521525751,null]",20,20,1,,,"[{""time"":2049.4388999998573,""reactionTime"":1},{""time"":2050.0635,""reactionTime"":1},{""time"":2050.6798999998573,""reactionTime"":1},{""time"":2052.0290000000005,""reactionTime"":0.6271000001434004},{""time"":2052.6372999999526,""reactionTime"":1},{""time"":2053.859099999905,""reactionTime"":1},{""time"":2054.459200000048,""reactionTime"":1},{""time"":2055.062700000048,""reactionTime"":1},{""time"":2055.6787999999524,""reactionTime"":1},{""time"":2056.280700000048,""reactionTime"":3.027700000047844},{""time"":2056.928200000048,""reactionTime"":1},{""time"":2057.529200000048,""reactionTime"":1},{""time"":2058.731099999905,""reactionTime"":0.6030999999047708},{""time"":2059.9565000000002,""reactionTime"":0.61520000004748},{""time"":2060.5585,""reactionTime"":1},{""time"":2061.855599999905,""reactionTime"":0.694999999999709}]","[0.6271000001434004,3.027700000047844,0.6030999999047708,0.61520000004748,0.694999999999709]","[1,1,1,0.6271000001434004,1,1,1,1,1,3.027700000047844,1,1,0.6030999999047708,0.61520000004748,1,0.694999999999709]","[0,90.8847184742846,0,0,0,0,0,0,0,0,96.73409703665901,93.78503533933579,0,74.33585182446512]",1,0.5897,0.05,-0.5,6,25.40997876,0.6031,FALSE,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,66,0,,,,,,25,25,1,,,"[{""time"":2066.2693999998573,""reactionTime"":1},{""time"":2066.8855000000003,""reactionTime"":1},{""time"":2067.481099999905,""reactionTime"":1},{""time"":2068.6877999999524,""reactionTime"":1},{""time"":2069.2925999999047,""reactionTime"":1.1998999998568252},{""time"":2070.4937000000477,""reactionTime"":0.5909999999998945},{""time"":2071.7110000000002,""reactionTime"":1},{""time"":2072.4222999999524,""reactionTime"":1.3229999999998654},{""time"":2073.0200999999047,""reactionTime"":1},{""time"":2073.6232000000477,""reactionTime"":1},{""time"":2074.8342999999527,""reactionTime"":0.6054000000954147},{""time"":2076.1560000000004,""reactionTime"":1},{""time"":2076.774099999905,""reactionTime"":1},{""time"":2077.3765000000003,""reactionTime"":1.942600000143102},{""time"":2078.0787999999525,""reactionTime"":1}]","[1.1998999998568252,0.5909999999998945,1.3229999999998654,0.6054000000954147,1.942600000143102]","[1,1,1,1,1.1998999998568252,0.5909999999998945,1,1.3229999999998654,1,1,0.6054000000954147,1,1,1.942600000143102,1]","[0,0,0,99.68315867601662,0,0,0,0,96.17353155020726,0,0,0,0]",1,0.5897,0.05,-0.5,6,15.06589925,0.591,FALSE,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2,66,0,,,"[""return"",""return"",""return""]","[0.01910000014322577,5.439499999999953,5.441700000047604]","[0.0008999998567560397,0.0012000000479019945,null]",95,95,1,,,"[{""time"":2093.8805,""reactionTime"":1},{""time"":2094.4730000000004,""reactionTime"":1},{""time"":2095.074099999905,""reactionTime"":1},{""time"":2096.2988999998574,""reactionTime"":0.6265000000003056},{""time"":2096.9163999998573,""reactionTime"":1},{""time"":2098.1225000000004,""reactionTime"":1},{""time"":2098.7242999999526,""reactionTime"":1},{""time"":2099.3363999998573,""reactionTime"":1.8198999998571708},{""time"":2100.548099999905,""reactionTime"":0.6092999999523272},{""time"":2101.1415,""reactionTime"":1},{""time"":2102.3448999998573,""reactionTime"":0.6041999998092251},{""time"":2103.566099999905,""reactionTime"":0.5987999999524618},{""time"":2104.778099999905,""reactionTime"":0.6060999999044725},{""time"":2106.0768999998572,""reactionTime"":1}]","[0.6265000000003056,1.8198999998571708,0.6092999999523272,0.6041999998092251,0.5987999999524618,0.6060999999044725]","[1,1,1,0.6265000000003056,1,1,1,1.8198999998571708,0.6092999999523272,1,0.6041999998092251,0.5987999999524618,0.6060999999044725,1]","[0,91.03095297176563,0,0,0,0,95.22300757814625,0,96.4660005451693,97.78211067370735,96.00292472370488,0]",1,0.5897,0.05,-0.5,6,39.70874971,0.5988,FALSE,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,67,0,,,,,,100,100,1,,,"[{""time"":2110.8440999999048,""reactionTime"":1},{""time"":2111.4438999998574,""reactionTime"":1},{""time"":2112.0582999999524,""reactionTime"":1},{""time"":2112.656899999857,""reactionTime"":1},{""time"":2113.9852999999525,""reactionTime"":1},{""time"":2114.5827999999524,""reactionTime"":1},{""time"":2115.180599999905,""reactionTime"":1},{""time"":2115.791,""reactionTime"":1},{""time"":2116.396599999905,""reactionTime"":3.0218999998569416},{""time"":2116.9965,""reactionTime"":1},{""time"":2118.1907999999526,""reactionTime"":1},{""time"":2118.8030000000003,""reactionTime"":1},{""time"":2119.5000000000005,""reactionTime"":1},{""time"":2120.1162999999524,""reactionTime"":1},{""time"":2120.7320000000004,""reactionTime"":3.135299999952622},{""time"":2121.9382999999525,""reactionTime"":1},{""time"":2122.534399999857,""reactionTime"":1},{""time"":2123.152599999905,""reactionTime"":1},{""time"":2123.866599999905,""reactionTime"":2.530799999952251}]","[3.0218999998569416,3.135299999952622,2.530799999952251]","[1,1,1,1,1,1,1,1,3.0218999998569416,1,1,1,1,1,3.135299999952622,1,1,1,2.530799999952251]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.5897,0.05,-0.5,6,0,1,FALSE,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"You reached the planet, you get 2 rubies!",You did not have enough fuel to reach the planet and missed 2 rubies!,stim/image2.png,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,69,0,,,"[""return"",""return""]","[0.014499999999770807,1.3560999999044725]","[null,0.0011000001431966666]",10,10,1,,,"[{""time"":2146.658399999857,""reactionTime"":1},{""time"":2147.2718999998574,""reactionTime"":1},{""time"":2147.973399999857,""reactionTime"":1},{""time"":2148.583200000048,""reactionTime"":1},{""time"":2149.1868999998574,""reactionTime"":1},{""time"":2150.3923999998574,""reactionTime"":1},{""time"":2150.9968999998573,""reactionTime"":1.1990000000000691},{""time"":2152.2043999998573,""reactionTime"":1},{""time"":2152.812399999857,""reactionTime"":1.2183999998569561},{""time"":2153.4235000000003,""reactionTime"":1},{""time"":2154.6468999998574,""reactionTime"":0.6023999998569707},{""time"":2155.862,""reactionTime"":0.6102999999520762},{""time"":2157.158099999905,""reactionTime"":0.599399999857269},{""time"":2157.755399999857,""reactionTime"":1},{""time"":2158.977200000048,""reactionTime"":0.6234000000954438},{""time"":2159.575099999905,""reactionTime"":1}]","[1.1990000000000691,1.2183999998569561,0.6023999998569707,0.6102999999520762,0.599399999857269,0.6234000000954438]","[1,1,1,1,1,1,1.1990000000000691,1,1.2183999998569561,1,0.6023999998569707,0.6102999999520762,0.599399999857269,1,0.6234000000954438,1]","[0,0,0,0,0,0,0,0,96.90470392134864,94.97928347386517,97.63587623430277,0,91.78649767203919,0]",1,0.5897,0.05,-0.5,6,27.23616866,0.5994,FALSE,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"You reached the planet, you get 3 rubies!",You did not have enough fuel to reach the planet and missed 3 rubies!,stim/image3.png,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,72,0,,,,,,65,65,1,,,"[{""time"":2164.956,""reactionTime"":1},{""time"":2165.551399999857,""reactionTime"":1},{""time"":2166.239399999857,""reactionTime"":1},{""time"":2167.4420000000005,""reactionTime"":0.5937999999523527},{""time"":2168.0497999999525,""reactionTime"":1},{""time"":2169.259200000048,""reactionTime"":0.6036000001431603},{""time"":2169.8750999999047,""reactionTime"":1},{""time"":2171.172200000048,""reactionTime"":1},{""time"":2171.8795000000005,""reactionTime"":1.3965000000002874},{""time"":2173.286399999857,""reactionTime"":0.6970000000001164},{""time"":2173.890899999857,""reactionTime"":1},{""time"":2175.2067999999526,""reactionTime"":0.6932999999521599},{""time"":2176.4125000000004,""reactionTime"":1},{""time"":2177.0255,""reactionTime"":1.2202999999522035}]","[0.5937999999523527,0.6036000001431603,1.3965000000002874,0.6970000000001164,0.6932999999521599,1.2202999999522035]","[1,1,1,0.5937999999523527,1,0.6036000001431603,1,1,1.3965000000002874,0.6970000000001164,1,0.6932999999521599,1,1.2202999999522035]","[0,99.00073119544534,0,96.6122349263866,0,0,0,73.84840361568126,0,74.75018281343586,0,0]",1,0.5897,0.05,-0.5,6,28.68429605,0.5938,FALSE,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,72,0,,,"[""return"",""return""]","[0.46060000014267644,3.1801000001428292]","[0.0010999999049090547,null]",80,80,1,,,"[{""time"":2194.8777999999525,""reactionTime"":1},{""time"":2195.4777999999524,""reactionTime"":1},{""time"":2196.073200000048,""reactionTime"":1},{""time"":2196.670599999905,""reactionTime"":1},{""time"":2197.2733999998572,""reactionTime"":1},{""time"":2197.8770000000004,""reactionTime"":1},{""time"":2199.1868999998574,""reactionTime"":1},{""time"":2199.8025000000002,""reactionTime"":1},{""time"":2200.4238999998574,""reactionTime"":1.9415999999050655},{""time"":2201.7390000000005,""reactionTime"":1},{""time"":2202.3370999999047,""reactionTime"":1},{""time"":2202.9582999999525,""reactionTime"":1.8224000000950582},{""time"":2203.676200000048,""reactionTime"":1},{""time"":2204.9168999998574,""reactionTime"":0.6295000000000073},{""time"":2205.63,""reactionTime"":1},{""time"":2206.2338999998574,""reactionTime"":1},{""time"":2206.8362999999526,""reactionTime"":1},{""time"":2207.432599999905,""reactionTime"":1},{""time"":2208.641399999857,""reactionTime"":1}]","[1.9415999999050655,1.8224000000950582,0.6295000000000073]","[1,1,1,1,1,1,1,1,1.9415999999050655,1,1,1.8224000000950582,1,0.6295000000000073,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,90.2997806588115,0,0,0,0,0]",1,0.5897,0.05,-0.5,6,5.311751803,0.6295,FALSE,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"You reached the planet, you get 4 rubies!",You did not have enough fuel to reach the planet and missed 4 rubies!,stim/image4.png,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,76,0,,,,,,20,20,1,,,"[{""time"":2213.396,""reactionTime"":1},{""time"":2213.985200000048,""reactionTime"":1},{""time"":2215.213,""reactionTime"":1},{""time"":2215.8227999999526,""reactionTime"":1},{""time"":2216.4330000000004,""reactionTime"":1.8362999999526437},{""time"":2217.745200000048,""reactionTime"":1},{""time"":2218.349,""reactionTime"":1.2017000000473672},{""time"":2218.950200000048,""reactionTime"":1},{""time"":2220.152399999857,""reactionTime"":0.5985999999047635},{""time"":2221.4157999999525,""reactionTime"":0.6134999999999309},{""time"":2222.015700000048,""reactionTime"":1},{""time"":2222.611200000048,""reactionTime"":1},{""time"":2223.8345000000004,""reactionTime"":1},{""time"":2224.426899999857,""reactionTime"":1.1940999999046653},{""time"":2225.045599999905,""reactionTime"":1}]","[1.8362999999526437,1.2017000000473672,0.5985999999047635,0.6134999999999309,1.1940999999046653]","[1,1,1,1,1.8362999999526437,1,1.2017000000473672,1,0.5985999999047635,0.6134999999999309,1,1,1,1.1940999999046653,1]","[0,0,0,0,0,0,97.83085550620102,94.19936632830654,0,0,0,0,0]",1,0.5897,0.05,-0.5,6,14.77155553,0.5986,FALSE,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,76,0,,,"[""return"",""return""]","[0.4670000000000982,3.1817999999520907]","[null,0.0010999999049090547]",60,60,1,,,"[{""time"":2293.5188999998572,""reactionTime"":1},{""time"":2294.230599999905,""reactionTime"":1},{""time"":2294.832899999857,""reactionTime"":1},{""time"":2295.428200000048,""reactionTime"":1},{""time"":2296.022099999905,""reactionTime"":1},{""time"":2296.6268999998574,""reactionTime"":1},{""time"":2297.356700000048,""reactionTime"":1},{""time"":2298.5640000000003,""reactionTime"":1},{""time"":2299.1753999998573,""reactionTime"":1.2080000000000837},{""time"":2300.3860000000004,""reactionTime"":1},{""time"":2301.092200000048,""reactionTime"":1.3109999999996944},{""time"":2301.6960000000004,""reactionTime"":1},{""time"":2302.3005000000003,""reactionTime"":1},{""time"":2302.9102999999527,""reactionTime"":1},{""time"":2303.5007999999525,""reactionTime"":1},{""time"":2304.1857999999525,""reactionTime"":1},{""time"":2304.781299999953,""reactionTime"":1},{""time"":2305.483700000048,""reactionTime"":1},{""time"":2306.093799999953,""reactionTime"":1},{""time"":2306.6892999999527,""reactionTime"":1},{""time"":2307.409700000048,""reactionTime"":1},{""time"":2308.025099999905,""reactionTime"":1}]","[1.2080000000000837,1.3109999999996944]","[1,1,1,1,1,1,1,1,1.2080000000000837,1,1.3109999999996944,1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.5897,0.05,-0.5,6,0,1,FALSE,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,76,0,,,,,,40,40,1,,,"[{""time"":2312.321200000048,""reactionTime"":1},{""time"":2312.9195000000004,""reactionTime"":1},{""time"":2313.5153999998574,""reactionTime"":1},{""time"":2314.1268999998574,""reactionTime"":1},{""time"":2314.723299999953,""reactionTime"":1},{""time"":2315.332099999905,""reactionTime"":1},{""time"":2315.9278999998573,""reactionTime"":1},{""time"":2316.5232999999525,""reactionTime"":1},{""time"":2317.132399999857,""reactionTime"":1},{""time"":2317.8462999999524,""reactionTime"":1},{""time"":2318.467599999905,""reactionTime"":1},{""time"":2319.091899999857,""reactionTime"":1},{""time"":2319.8093999998573,""reactionTime"":1},{""time"":2320.402700000048,""reactionTime"":1},{""time"":2321.008200000048,""reactionTime"":1},{""time"":2321.616899999857,""reactionTime"":1},{""time"":2322.215599999905,""reactionTime"":1},{""time"":2322.8253999998574,""reactionTime"":1},{""time"":2323.5465000000004,""reactionTime"":1},{""time"":2324.153200000048,""reactionTime"":1},{""time"":2324.7465,""reactionTime"":1},{""time"":2325.3487999999525,""reactionTime"":1},{""time"":2325.9543999998573,""reactionTime"":1},{""time"":2326.558399999857,""reactionTime"":1},{""time"":2327.180700000048,""reactionTime"":1},{""time"":2327.870099999905,""reactionTime"":1},{""time"":2328.468899999857,""reactionTime"":1},{""time"":2329.0815000000002,""reactionTime"":1},{""time"":2329.682899999857,""reactionTime"":1},{""time"":2330.292700000048,""reactionTime"":1},{""time"":2330.9155999999048,""reactionTime"":1},{""time"":2331.6107999999526,""reactionTime"":1},{""time"":2332.206599999905,""reactionTime"":1},{""time"":2332.8197999999525,""reactionTime"":1},{""time"":2333.4405,""reactionTime"":1},{""time"":2334.051200000048,""reactionTime"":1},{""time"":2334.648,""reactionTime"":1},{""time"":2335.3493999998573,""reactionTime"":1},{""time"":2335.959899999857,""reactionTime"":1},{""time"":2336.660099999905,""reactionTime"":1},{""time"":2337.273599999905,""reactionTime"":1},{""time"":2337.988099999905,""reactionTime"":1},{""time"":2339.213599999905,""reactionTime"":0.617500000000291},{""time"":2339.9312999999524,""reactionTime"":1},{""time"":2341.161,""reactionTime"":1},{""time"":2341.7585000000004,""reactionTime"":1.212600000143084},{""time"":2342.3602999999525,""reactionTime"":1},{""time"":2342.9582999999525,""reactionTime"":1},{""time"":2344.17,""reactionTime"":1},{""time"":2344.7830000000004,""reactionTime"":1},{""time"":2345.386399999857,""reactionTime"":1},{""time"":2345.999099999905,""reactionTime"":1},{""time"":2346.627299999953,""reactionTime"":1},{""time"":2347.339099999905,""reactionTime"":1},{""time"":2347.948599999905,""reactionTime"":1},{""time"":2348.5695999999048,""reactionTime"":1},{""time"":2349.1882999999525,""reactionTime"":1}]","[0.617500000000291,1.212600000143084]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.617500000000291,1,1,1.212600000143084,1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.22446991084965,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.5897,0.05,-0.5,6,1.694990362,0.6175,FALSE,0,19,19,19,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"You reached the planet, you get 6 rubies!",You did not have enough fuel to reach the planet and missed 6 rubies!,stim/image6.png,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,82,0,,,"[""return"",""return"",""return"",""return""]","[1.8160999999049636,1.8187000000480111,2.3167000000476037,2.31899999999996]","[0.001400000095145515,0.0010999999044543074,0.0012999999526073225,0.0007999999525054591]",60,60,1,,,"[{""time"":2430.392700000048,""reactionTime"":1},{""time"":2430.9985,""reactionTime"":1},{""time"":2431.588099999905,""reactionTime"":1},{""time"":2432.191599999905,""reactionTime"":1},{""time"":2432.7977999999525,""reactionTime"":1},{""time"":2433.397200000048,""reactionTime"":1},{""time"":2433.991599999905,""reactionTime"":1},{""time"":2434.604700000048,""reactionTime"":1},{""time"":2435.8372999999524,""reactionTime"":0.6250999999042506},{""time"":2436.442599999905,""reactionTime"":1},{""time"":2437.6450999999047,""reactionTime"":0.595899999856556},{""time"":2438.2462999999525,""reactionTime"":1},{""time"":2439.576200000048,""reactionTime"":1},{""time"":2440.184,""reactionTime"":1.3239000000953638},{""time"":2440.794899999857,""reactionTime"":1},{""time"":2441.395200000048,""reactionTime"":1},{""time"":2442.618899999857,""reactionTime"":1},{""time"":2443.2270000000003,""reactionTime"":1},{""time"":2443.8375,""reactionTime"":1.8341000001428256},{""time"":2444.542299999953,""reactionTime"":1}]","[0.6250999999042506,0.595899999856556,1.3239000000953638,1.8341000001428256]","[1,1,1,1,1,1,1,1,0.6250999999042506,1,0.595899999856556,1,1,1.3239000000953638,1,1,1,1,1.8341000001428256,1]","[0,0,0,0,0,0,91.37216674125573,0,98.48891059967451,0,0,0,0,0,0,0,0,0]",1,0.5897,0.05,-0.5,6,10.54783763,0.5959,FALSE,0,20,20,20,1,,,,,,,,,,,,,,,,,,,,,
